Startup,Industry,TotalFunding,Status,Country,City,FundingRounds,FoundedAt,FirstFundingAt,LastFundingAt,StatusCode
Real Gravity,Content|Publishing|Video,-,operating,IND,Gurgaon,1,,01-01-2010,01-01-2010,0
Real Image Media Technologies,Hardware + Software,16000000,operating,IND,Chennai,1,01-01-1986,01-08-2008,01-08-2008,0
Realty Compass,Real Estate,-,acquired,IND,Bangalore,1,01-01-2012,27-11-2013,27-11-2013,2
Reasoning Global eApplications Ltd.,E-Commerce,2550000,operating,IND,Hyderabad,2,01-01-2008,01-01-2008,01-01-2009,0
Red Panda Innovation Labs,Apps|Games|Mobile|Software,500000,operating,IND,Mumbai,1,29-11-2012,01-09-2011,01-09-2011,0
redBus.in,Curated Web,8328770,acquired,IND,Bangalore,3,01-01-2006,01-06-2009,01-05-2012,2
RedCarpetUp,Mobile Payments,120000,operating,IND,Gurgaon,1,01-05-2015,01-05-2015,01-05-2015,0
RedPolka,Fashion|Lifestyle|Online Shopping|Women,250644,operating,IND,Mumbai,1,,15-05-2015,15-05-2015,0
ReelBox Media Entertainment,News,-,operating,IND,Nungambakkam,1,,24-12-2013,24-12-2013,0
Refiral,E-Commerce|SaaS,330000,operating,IND,Noida,1,01-01-2014,18-01-2015,18-01-2015,0
ReGlobe,Services,1000000,operating,IND,Haryana,1,01-01-2009,29-04-2015,29-04-2015,0
regrob.com,Real Estate,2000,operating,IND,Noida,1,08-02-2008,30-05-2013,30-05-2013,0
Relevant e-solution,E-Commerce|Fashion|Online Shopping,1000000,operating,IND,Gurgaon,1,01-01-2012,24-06-2014,24-06-2014,0
Reliance Jio Infocomm Ltd.,Development Platforms|Information Services|Information Technology,3000000000,operating,IND,Mumbai,3,01-01-2007,25-09-2014,13-05-2015,0
ReNew Power,Clean Technology,540000000,operating,IND,Gurgaon,3,01-01-2011,05-06-2013,27-10-2015,0
RenewBuy,Financial Services,500000,operating,IND,Gurgaon,1,,09-11-2015,09-11-2015,0
Renowala,Manufacturing,-,operating,IND,Hyderabad,1,,16-11-2015,16-11-2015,0
Rentomojo,Internet,2000000,operating,IND,Mumbai,1,01-01-2014,23-11-2015,23-11-2015,0
Report Bee,,-,operating,IND,Chennai,1,16-10-2011,07-09-2015,07-09-2015,0
RepUp,Information Technology,-,operating,IND,Gurgaon,1,01-01-2014,06-11-2015,06-11-2015,0
Ressy,Apps,400000,operating,IND,Pune,1,01-01-2015,02-08-2015,02-08-2015,0
ReTiSense,Information Technology|Technology,30000,operating,IND,Bangalore,1,01-01-2014,07-01-2015,07-01-2015,0
Revantha Technologies,Image Recognition,150000,operating,IND,Chennai,1,01-01-2000,10-07-2012,10-07-2012,0
Reverie Language Technologies,Internet|Technology,4000000,operating,IND,Bangalore,1,01-12-2009,31-08-2015,31-08-2015,0
Reviews42,Curated Web|Reviews and Recommendations,5000000,operating,IND,New Delhi,1,28-12-2010,07-07-2014,07-07-2014,0
Revv,Cars,-,operating,IND,Gurgaon,1,,05-08-2015,05-08-2015,0
RevX,Mobile Advertising,4000000,operating,IND,Bangalore,1,01-01-2013,25-08-2015,25-08-2015,0
RezNext,Hospitality,5000000,operating,IND,Bangalore,1,01-01-2012,08-12-2014,08-12-2014,0
Rhapsody Labs,Technology,60000,operating,IND,Mumbai,1,10-12-2011,10-05-2012,10-05-2012,0
Rishi Mining Resources,Minerals,150000,operating,IND,Bhubaneswar,1,,01-04-2014,01-04-2014,0
RiverSilica,Hardware + Software|Telecommunications|Video,1500000,operating,IND,Bangalore,1,,01-12-2014,01-12-2014,0
Roadrunnr,Delivery,21000000,operating,IND,Kormangala,3,01-01-2015,21-06-2015,26-10-2015,0
RobotsAlive,Android|Artificial Intelligence|Hardware + Software|Robotics,-,operating,IND,Bangalore,1,28-05-2009,13-08-2009,13-08-2009,0
Roll Mafia,Restaurants,151000,operating,IND,Pune,1,01-01-2012,28-08-2015,28-08-2015,0
Rolocule Games,Games,-,operating,IND,Pune,1,,31-05-2012,31-05-2012,0
Room n House,Peer-to-Peer|Travel,166396,operating,IND,Mumbai,1,27-11-2012,16-07-2014,16-07-2014,0
RoomCentral,Information Technology,2000000,operating,IND,Bangalore,1,01-01-2010,05-09-2015,05-09-2015,0
Roposo,E-Commerce|Fashion,21000000,operating,IND,Gurgaon,3,01-01-2012,08-07-2014,17-08-2015,0
Rose Island,E-Commerce|Online Shopping|Retail|Shopping,10000,operating,IND,Chandigarh,1,10-03-2013,04-11-2013,04-11-2013,0
Roshini International Bio Energy,Clean Technology,1040000,operating,IND,Hyderabad,1,01-01-1996,10-04-2008,10-04-2008,0
Round One,Human Resources|Recruiting,1000000,operating,IND,New Delhi,1,01-04-2011,20-03-2015,20-03-2015,0
Routofy,Online Travel|Travel|Travel & Tourism,-,operating,IND,New Delhi,1,01-02-2014,09-03-2015,09-03-2015,0
Royal Yatri Holidays,E-Commerce|Travel & Tourism,-,operating,IND,Noida,1,11-12-2013,26-07-2014,26-07-2014,0
RupeeTimes,Finance|FinTech,-,operating,IND,Gurgaon,1,06-09-2007,01-01-2000,01-01-2000,0
RuralServer,Cloud Computing|Cloud Data Services|Domains|Internet|Networking|Services|Web Design|Web Development|Web Hosting,569,operating,IND,Noida,1,01-01-2010,17-10-2013,17-10-2013,0
RxVault.in,Health and Wellness|Health Care|Mobile|Mobile Health,10000,operating,IND,New Delhi,1,01-01-2013,01-07-2013,01-07-2013,0
S.Chand & Company,Education,27000000,operating,IND,New Delhi,1,01-01-1937,24-11-2015,24-11-2015,0
S-Cube Futuretech,Industrial Automation|Services|Software,1000000,operating,IND,Mumbai,1,,17-10-2015,17-10-2015,0
S H Kelkar and Company Limited,,23000000,operating,IND,Mumbai,1,01-01-1955,27-10-2015,27-10-2015,0
Sabji On Wheels,Delivery|E-Commerce|Groceries,20000,operating,IND,Gurgaon,1,,31-01-2015,31-01-2015,0
Sadbhav Infrastructure Projects,Real Estate,31000000,ipo,IND,Ahmedabad,1,01-01-1988,31-08-2015,31-08-2015,2
Sahayog Dairy,Food Processing,1600000,operating,IND,Bhopal,1,,07-09-2015,07-09-2015,0
Saksyas,Cloud Infrastructure|SaaS,20000,operating,IND,Chennai,1,01-03-2015,15-03-2015,15-03-2015,0
SAMHI Hotels,Finance,75000000,operating,IND,Gurgaon,1,,04-11-2011,04-11-2011,0
Sanghvi,Real Estate,10000000,operating,IND,Pune,1,01-01-2010,10-03-2014,10-03-2014,0
Sapience Analytics Private Limited,Human Resources|Task Management,8148255,operating,IND,Pune,2,01-01-2009,30-11-2011,13-10-2014,0
Saraf Foods,Delivery|Hospitality,1600000,operating,IND,Vadodara,1,,28-01-2014,28-01-2014,0
Sarvi Solutions,Digital Media|E-Commerce|Web Development,3852,operating,IND,Kalyan,1,01-04-2012,16-10-2013,16-10-2013,0
Satin Creditcare Network Limited (SCNL),Nonprofits,22800000,operating,IND,New Delhi,3,,07-04-2014,22-06-2015,0
SatNav Technologies,Public Transportation,7000000,closed,IND,Hyderabad,1,01-01-2004,14-05-2008,14-05-2008,1
Sattviko,Food Processing,320000,operating,IND,Gurgaon,1,23-12-2013,25-02-2015,25-02-2015,0
Satvacart,All Markets,1823847,operating,IND,Gurgaon,2,01-01-2014,14-07-2015,06-11-2015,0
Savaari Car Rentals,Public Transportation,28000000,operating,IND,Bangalore,2,01-01-2006,01-10-2012,24-10-2013,0
Scandid,Comparison Shopping|E-Commerce|Mobile Commerce|Mobile Shopping|Price Comparison,-,operating,IND,Pune,1,26-01-2012,21-05-2013,21-05-2013,0
School Admissions,Education|High Schools|SaaS,50000,operating,IND,New Delhi,1,17-04-2012,15-04-2013,15-04-2013,0
Schoolguru,Technology,3000000,operating,IND,Mumbai,1,,07-10-2015,07-10-2015,0
Scion Global,Clean Technology,187000,operating,IND,Bangalore,1,,15-10-2009,15-10-2009,0
ScoopStake,Marketplaces|Startups|Venture Capital,100000,operating,IND,Bangalore,1,14-05-2014,14-04-2014,14-04-2014,0
ScoopWhoop,Publishing,4000000,operating,IND,New Delhi,1,01-01-2013,18-11-2015,18-11-2015,0
Scopial Fashion,Fashion,-,closed,IND,Thane,1,01-01-2009,13-08-2009,13-08-2009,1
Scripbox,Investment Management,2500000,operating,IND,Bangalore,1,01-01-2012,12-08-2015,12-08-2015,0
SD Motiongraphiks,Software,-,operating,IND,Mumbai,1,17-05-2014,17-05-2014,17-05-2014,0
Seat 14A,E-Commerce|Fashion,-,operating,IND,New Delhi,1,18-02-2013,24-04-2013,24-04-2013,0
SectorQube,Consumer Electronics|Embedded Hardware and Software|Hardware + Software|Smart Building,173000,operating,IND,Ernakulam,2,01-01-2011,05-10-2014,03-12-2014,0
Securens,Security,9000000,operating,IND,Mumbai,2,01-01-2012,01-01-2012,23-05-2014,0
Securesight Technologies,Information Security|Security,10000,operating,IND,Mumbai,1,17-10-2013,17-10-2013,17-10-2013,0
SEDEMAC Mechatronics,Clean Technology,-,operating,IND,Mumbai,1,,11-09-2008,11-09-2008,0
SeekSherpa,Leisure|Local|Marketplaces|Travel & Tourism,-,operating,IND,Delhi,1,01-03-2014,14-07-2014,14-07-2014,0
Senco Gold,Jewelry,13000000,operating,IND,Calcutta,1,01-01-1938,09-10-2014,09-10-2014,0
seniorshelf.com,E-Commerce|Elder Care|Health Care,-,operating,IND,Mumbai,1,15-10-2013,01-05-2014,01-05-2014,0
SensusLabs,Industrial|Industrial Automation|Navigation,-,operating,IND,Bangalore,1,18-11-2014,20-11-2014,20-11-2014,0
Sentropi,Security,40000,operating,IND,Ahmedabad,1,,23-08-2013,23-08-2013,0
SeQuent Scientific,Cosmetics|Pharmaceuticals|Services,8400000,ipo,IND,Bangalore,1,,16-04-2015,16-04-2015,2
Seventymm,E-Commerce,1800000,operating,IND,Bangalore,1,01-01-2005,10-08-2011,10-08-2011,0
SEWA,Non Profit,2150000,operating,IND,Bhadra,1,01-01-1972,21-04-2015,21-04-2015,0
Shadowfax Technologies,Internet,8800000,operating,IND,Gurgaon,2,01-01-2015,17-08-2015,12-09-2015,0
ShareACar,Mobile|Ride Sharing|Transportation,-,operating,IND,Mumbai,1,15-07-2015,04-09-2015,04-09-2015,0
SharesVault,Enterprise Software|Finance|Venture Capital,-,operating,IND,Ahmedabad,1,01-10-2010,01-07-2012,01-07-2012,0
ShieldSquare,Information Security|SaaS,350000,operating,IND,Bangalore,1,01-01-2013,10-10-2014,10-10-2014,0
Shipsy,Logistics,-,operating,IND,Gurgaon,1,30-05-2015,15-09-2015,15-09-2015,0
Shiram Credit,Finance,15000000,operating,IND,Chennai,1,,18-09-2011,18-09-2011,0
Shirsa Labs,Education,250000,operating,IND,Mumbai,1,01-01-2013,04-11-2015,04-11-2015,0
Shop and product,E-Commerce,-,operating,IND,Bengaluru,1,14-04-2015,29-11-2015,29-11-2015,0
Shop pirate,Internet,83053,operating,IND,Hyderabad,1,01-01-2013,19-06-2014,19-06-2014,0
ShopYourWorld,E-Commerce,-,operating,IND,Mumbai,1,01-01-2010,18-09-2013,18-09-2013,0
shopatplaces,Curated Web|E-Commerce|Lifestyle|Travel,33000,operating,IND,New Delhi,2,03-01-2012,01-05-2012,25-07-2015,0
ShopClues.com,Consumer Internet|E-Commerce|Shopping,131250000,operating,IND,Gurgaon,6,01-01-2011,01-01-2011,19-01-2015,0
Shopo,E-Commerce|Fashion,-,acquired,IND,Chennai,1,01-01-2011,17-08-2011,17-08-2011,2
Shopsense,Analytics|Cloud Computing|Retail|Reviews and Recommendations|SaaS|Software|Technology,-,operating,IND,Mumbai,2,29-09-2012,12-09-2013,19-11-2015,0
Shopsity,Apps,-,operating,IND,Gurgaon,1,01-03-2015,09-07-2015,09-07-2015,0
Shubham Housing Development Finance Company,Financial Services|Real Estate,28000000,operating,IND,New Delhi,2,01-01-2010,30-11-2012,09-09-2014,0
Signia Corporate Services,Transportation,-,operating,IND,Bangalore,1,13-12-2010,22-04-2014,22-04-2014,0
Simpa Networks,Clean Energy|Clean Technology|Solar,5100000,operating,IND,Bangalore,3,17-03-2010,29-11-2010,16-12-2014,0
Simpli5d,Advertising|Publishing|Technology|Young Adults,-,operating,IND,Gurgaon,2,01-01-2011,13-11-2014,27-10-2015,0
Simplibuy Technologies,Curated Web,403112,operating,IND,Pune,2,03-11-2010,25-02-2013,26-07-2013,0
Skanray Technologies,Manufacturing,14750000,operating,IND,Mysore,1,01-01-2007,03-09-2013,03-09-2013,0
Skelta Software,Software,1500000,operating,IND,Bangalore,1,01-01-1997,15-11-2006,15-11-2006,0
SkillBoost,Corporate Training|Human Computer Interaction|Training,-,operating,IND,New Delhi,1,01-12-2013,09-04-2014,09-04-2014,0
SkillSonics India,EdTech|Education,4000000,operating,IND,Bangalore,1,15-02-2011,28-06-2013,28-06-2013,0
SkillWiz,Education,-,operating,IND,Bangalore,1,,31-10-2013,31-10-2013,0
Skoov,Internet,150000,operating,IND,Mumbai,1,01-01-2015,09-11-2015,09-11-2015,0
Sky Level Enterprieses,Enterprise Software,5000,operating,IND,Chennai,1,20-01-2014,01-03-2014,01-03-2014,0
Skyfi Education Labs,EdTech|Education,-,operating,IND,Bangalore,1,01-01-2010,24-03-2014,24-03-2014,0
Skymet Weather Services,Environmental Innovation,4500000,operating,IND,Noida,1,01-01-2013,06-08-2014,06-08-2014,0
Sloka Telecom,Service Providers|Telecommunications|Wireless,900458,operating,IND,Bangalore,1,01-01-2004,01-03-2011,01-03-2011,0
Smart Commute,Transportation,550000,operating,IND,Pune,1,,01-05-2014,01-05-2014,0
Smartairtrip,Hotels|Online Reservations|Travel & Tourism,10000000,operating,IND,Delhi,1,,23-02-2015,23-02-2015,0
SmartBuildings,Clean Technology,-,operating,IND,Bangalore,1,01-01-2012,01-01-2008,01-01-2008,0
SmartCrowds,Brand Marketing|Public Relations|Sales and Marketing,110000,operating,IND,Bangalore,1,01-10-2007,01-01-2008,01-01-2008,0
Smartivity,Consumer Goods|EdTech,200000,operating,IND,New Delhi,1,01-01-2015,27-10-2015,27-10-2015,0
SmartPocket,Apps|Mobile|Payments,240000,operating,IND,Bengaluru,1,,02-02-2015,02-02-2015,0
Smartprix,Comparison Shopping|E-Commerce|Online Shopping,-,operating,IND,New Delhi,1,01-12-2011,01-09-2013,01-09-2013,0
SmartRx,Health Care Information Technology|Software,-,operating,IND,Bangalore,1,01-01-2012,01-04-2013,01-04-2013,0
Smeam.com,Networking|Web Hosting,-,operating,IND,Ahmedabad,1,05-06-2014,25-04-2014,25-04-2014,0
SMS GupShup,Mobile,22000000,operating,IND,Mumbai,2,01-06-1994,20-01-2010,31-08-2011,0
Smytten,,200000,operating,IND,Ahmedabad,1,,17-11-2015,17-11-2015,0
Snapdeal,E-Commerce,1897699998,operating,IND,New Delhi,11,01-01-2010,01-01-2011,18-08-2015,0
Snaplion,Development Platforms|Loyalty Programs|Nightclubs|Restaurants,580000,operating,IND,New Delhi,1,,01-03-2014,01-03-2014,0
SnapShopr,Search,-,operating,IND,Bangalore,1,01-01-2014,15-09-2015,15-09-2015,0
Snowman,Logistics|Services|Supply Chain Management,10400000,closed,IND,Bangalore,1,01-01-1996,14-06-2013,14-06-2013,1
Soci Ads,Advertising|Networking,50000,operating,IND,Mumbai,1,11-01-2011,11-01-2011,11-01-2011,0
SocialCops,Consulting|Social Commerce,320000,operating,IND,New Delhi,1,01-01-2012,29-07-2014,29-07-2014,0
SocioSquare,Search Marketing|SEO|Social Media,325000,operating,IND,Mumbai,1,01-01-2011,19-08-2013,19-08-2013,0
SoftTech Engineers,Software,-,operating,IND,Pune,1,,03-04-2014,03-04-2014,0
Sohan Lal Commodity Management,Logistics|Procurement|Services,15130000,operating,IND,Delhi,1,,28-09-2015,28-09-2015,0
Sokrati,Analytics|Internet Marketing|Sales and Marketing|Search Marketing|Social Media Marketing,1030000,operating,IND,Pune,2,22-03-2009,09-03-2011,10-01-2015,0
Somany Ceramics,Manufacturing,8000000,operating,IND,Noida,1,01-01-1969,27-02-2014,27-02-2014,0
Souqalmal.com,Price Comparison,1500000,operating,IND,Dubai,2,21-05-2012,17-12-2012,01-12-2013,0
Sovereign Developers and Infrastructure Limited,Real Estate,-,operating,IND,Bangalore,1,,01-09-2009,01-09-2009,0
SparesHub,Automotive|E-Commerce,-,operating,IND,Pune,1,10-09-2013,06-11-2015,06-11-2015,0
SPATEZ TECHNOLOGY LLP.,Electronics|Manufacturing|Technology,75000,operating,IND,Thrissur,1,24-07-2015,06-09-2015,06-09-2015,0
Spayee,Education|Information Technology,20000,operating,IND,,1,20-02-2014,05-05-2014,05-05-2014,0
Speakwell Enterprises,Communications Infrastructure|Language Learning|Professional Networking,10000000,operating,IND,Mumbai,1,,10-03-2015,10-03-2015,0
Spice Online Retail,Consumer Electronics|E-Commerce|Mobile|Tablets,-,operating,IND,Noida,3,01-01-2010,01-01-2010,01-01-2010,0
SpiceJet Limited,Aerospace|Services|Transportation|Travel,100000000,operating,IND,Haryana,1,01-01-2005,12-08-2008,12-08-2008,0
Spire Technologies,Analytics,8000000,operating,IND,Bangalore,1,01-01-2008,11-12-2013,11-12-2013,0
Spodly,E-Commerce|E-Commerce Platforms|Group Buying|Social Buying|Social Commerce|Social Media,-,operating,IND,Cochin,1,09-03-2014,01-08-2014,01-08-2014,0
Spoonfed,Hospitality|Logistics|Restaurants|Services,10000,operating,IND,Bangalore,1,,01-04-2015,01-04-2015,0
SpoonJoy,Consumer Goods|Hospitality|Service Industries|Specialty Foods,1000000,operating,IND,Bangalore,2,01-04-2013,29-12-2014,01-05-2015,0
Sports365.in,E-Commerce,1000000,operating,IND,Bangalore,1,,13-02-2015,13-02-2015,0
SportzVillage,Events|Media|Sports,10000000,operating,IND,Mumbai,1,,05-10-2015,05-10-2015,0
Springdales School,Education,25900000,operating,IND,New Delhi,1,,17-12-2013,17-12-2013,0
Springr,Curated Web,-,operating,IND,Kochi,1,,15-12-2013,15-12-2013,0
Spunkmobile,Finance,200000,closed,IND,Mumbai,1,,01-01-2013,01-01-2013,1
SquadRun,Retail Technology,-,operating,IND,New Delhi,1,01-01-2014,25-02-2015,25-02-2015,0
Square Yards,Brokers|Market Research|Real Estate,6000000,operating,IND,Gurgaon,1,01-01-2013,05-05-2015,05-05-2015,0
SquareKey,Fashion,-,operating,IND,Mumbai,1,01-01-2010,06-08-2013,06-08-2013,0
Squeakee,Analytics|Creative|E-Commerce|Internet Marketing|SEO|Tech Field Support,-,operating,IND,Mumbai,1,01-04-2012,21-12-2012,21-12-2012,0
Star Dental Centre,Dental,20000000,operating,IND,New Delhi,1,,09-10-2014,09-10-2014,0
Startup Freak,Advertising|Small and Medium Businesses|Startups,10000,operating,IND,Bangalore,1,01-05-2012,25-05-2012,25-05-2012,0
Startup Village,Software,24000000,operating,IND,Kochi,1,01-01-2012,24-09-2013,24-09-2013,0
Stayglad,Health and Wellness,-,operating,IND,Bangalore,2,01-01-2015,29-06-2015,27-11-2015,0
Stayzilla,E-Commerce|Hotels|Online Reservations|Travel,20500000,operating,IND,Chennai,3,01-01-2005,01-03-2013,11-02-2015,0
SteppinOut,Startups,-,operating,IND,Bangalore,1,14-12-2014,01-01-2015,01-01-2015,0
Stitchwood,Internet,394000,operating,IND,Mumbai,1,01-01-2014,04-07-2015,04-07-2015,0
Stockal,Big Data|Big Data Analytics|Finance Technology|Stock Exchanges,-,closed,IND,Bangalore,1,01-02-2015,20-10-2015,20-10-2015,1
Stockezy,Finance|Stock Exchanges,100000,operating,IND,Mumbai,1,20-08-2008,04-01-2011,04-01-2011,0
Stockroom,Apps|Software,70000,operating,IND,Hyderabad,1,,09-10-2015,09-10-2015,0
StoreMore,Services,-,operating,IND,Delhi,1,01-01-2014,07-08-2015,07-08-2015,0
Storrz,E-Commerce|Marketplaces|Online Shopping|Shopping|Social Media,100000,closed,IND,Bangalore,1,01-01-2007,01-01-2007,01-01-2007,1
Styl,Apps|Beauty|Local,110000,operating,IND,Bangalore,1,,16-09-2015,16-09-2015,0
StyleCracker,Fashion,1000000,operating,IND,Mumbai,1,01-01-2013,01-09-2015,01-09-2015,0
StyleCraze Beauty Care Pvt Ltd,Beauty|Health and Wellness,-,operating,IND,Hyderabad,1,01-11-2011,03-08-2013,03-08-2013,0
Styletag.com,Retail,7500000,closed,IND,Bangalore,1,,17-11-2015,17-11-2015,1
Stylofie.com,Beauty|E-Commerce|Spas,250000,operating,IND,Gurgaon,1,01-06-2015,24-11-2015,24-11-2015,0
SuccessNexus.com,Advertising|E-Commerce|Software,75000,operating,IND,Mumbai,1,06-09-2010,01-12-2010,01-12-2010,0
Sudiksha,Education,285000,operating,IND,Hyderabad,2,,27-11-2013,02-07-2014,0
Suksh Tech.,Real Estate|Software,1500000,operating,IND,Bangalore,1,01-05-2008,01-05-2008,01-05-2008,0
sulekha.com,E-Commerce|Local Businesses|Online Rental,28100000,operating,IND,Chennai,1,01-01-2000,20-04-2015,20-04-2015,0
Sun Animatics,Media|News|Photography|Video,-,operating,IND,Hyderabad,1,16-06-2014,13-11-2010,13-11-2010,0
SunBorne Energy,Clean Technology,43600000,operating,IND,Gurgaon,4,01-01-2008,16-12-2009,20-06-2012,0
Sunday Mobility,Information Technology,785000,operating,IND,Mumbai,1,01-01-2015,06-08-2015,06-08-2015,0
SundayRest,Internet,300000,operating,IND,Bengaluru,1,01-01-2015,23-11-2015,23-11-2015,0
SunRise Group of International Technology,Blogging Platforms|Databases|Outsourcing|Software|Web Design|Web Tools,200000,operating,IND,Jabalpur,1,20-12-2007,20-12-2008,20-12-2008,0
SunTerrace,Energy|Industrial|Solar,-,operating,IND,Gurgaon,1,01-01-2014,19-05-2015,19-05-2015,0
SunwizTech India,Mobile Commerce,23000,operating,IND,Bangalore,1,,11-08-2015,11-08-2015,0
SuperProfs,Education,3000000,operating,IND,Bangalore,2,15-07-2010,15-09-2012,29-12-2014,0
Suphalaam (CAKART.in),Language Learning,-,operating,IND,Bangalore,1,01-01-2009,18-06-2015,18-06-2015,0
SupportBee,B2B|Customer Support Tools|Software,40000,operating,IND,Bangalore City,2,19-09-2010,01-11-2011,07-07-2013,0
SureWaves,News,5700000,operating,IND,Bangalore,1,01-09-2006,13-01-2014,13-01-2014,0
SurfAir,Delivery|Logistics|Supply Chain Management,750000,operating,IND,Bangalore,1,,15-05-2014,15-05-2014,0
Surya Power Magic,Clean Technology,500000,operating,IND,Coimbatore,1,,18-06-2014,18-06-2014,0
Suryoday Micro Finance,Banking,4500000,operating,IND,Mumbai,1,,16-06-2014,16-06-2014,0
Sutures India,Manufacturing,22900000,operating,IND,Bengaluru,1,01-01-1992,16-09-2013,16-09-2013,0
Suven Life Sciences,Bio-Pharm|Health and Wellness|Health Care|Life Sciences|Manufacturing|Pharmaceuticals,32000000,operating,IND,Hyderabad,1,01-01-1989,04-12-2014,04-12-2014,0
Swajal,Water Purification,1200000,operating,IND,Gurgaon,1,01-01-2011,03-08-2015,03-08-2015,0
Swiggy,Food Processing,37000000,operating,IND,Bangalore,3,01-08-2014,03-04-2015,22-11-2015,0
Swipe Telecom,News,4976700,operating,IND,Pune,1,,16-04-2014,16-04-2014,0
Swizcom Technologies,Medical,-,operating,IND,Bangalore,1,13-09-2013,08-11-2013,08-11-2013,0
Symbiotec Pharmalab,Biotechnology,48000000,operating,IND,Indore,1,01-01-2002,22-10-2013,22-10-2013,0
TableGrabber,E-Commerce|Restaurants,323830,operating,IND,Delhi,2,,23-08-2013,19-06-2015,0
Taggle Internet Ventures Private,Games,8750000,closed,IND,Bengaluru,1,01-01-2010,23-06-2010,23-06-2010,1
TAKE ZERO,Art|Entertainment,17000,operating,IND,Noida,1,01-01-2014,24-03-2014,24-03-2014,0
TalentPad,Human Resources|Marketplaces|Recruiting,-,closed,IND,New Delhi,1,01-02-2014,09-10-2014,09-10-2014,1
Talentrack,Staffing Firms,-,operating,IND,,1,,26-11-2015,26-11-2015,0
TalentSprint Educational Services,EdTech|Education,4000000,operating,IND,Hyderabad,1,01-12-2008,25-04-2012,25-04-2012,0
Talkoot Technologies,,100000,operating,IND,Bangalore,1,06-10-2015,11-11-2015,11-11-2015,0
Tallenge,Consumer Internet|Entertainment|Games|SaaS,-,operating,IND,Bangalore,1,01-01-2013,09-03-2015,09-03-2015,0
Tanyas Jewelry,E-Commerce|Jewelry,10000,operating,IND,Mumbai,1,24-04-2013,26-07-2013,26-07-2013,0
Dazo,Mobile,-,operating,IND,Bangalore,1,01-01-2014,01-04-2015,01-04-2015,0
Taskbob,Local Based Services|Service Providers,1200000,operating,IND,Mumbai,1,01-12-2014,15-04-2015,15-04-2015,0
Taskbucks,,15000000,operating,IND,Gurgaon,1,,16-11-2015,16-11-2015,0
TastyKhana,E-Commerce|Internet,5000000,acquired,IND,Pune,1,01-01-2007,13-06-2013,13-06-2013,2
Tata Teleservices,Services|Telecommunications|Wireless,212000000,operating,IND,Mumbai,1,,06-03-2006,06-03-2006,0
Tavaga,Financial Services,-,operating,IND,Mumbai,1,01-01-2015,28-10-2015,28-10-2015,0
TaxiForSure.com,Automotive|Transportation,44000000,acquired,IND,Bangalore,4,01-06-2011,25-05-2012,20-08-2014,2
TaxiOnMobile,Location Based Services|Services|Taxis,50000,operating,IND,Hyderabad,1,27-11-2014,21-03-2015,21-03-2015,0
TaxiPixi,Travel,-,operating,IND,New Delhi,1,01-01-2012,21-02-2014,21-02-2014,0
TaxiVaxi,Travel & Tourism,-,operating,IND,Mehrauli,1,01-01-2014,25-11-2015,25-11-2015,0
TaxSutra,Broadcasting,161000,operating,IND,Pune,1,01-01-2010,25-02-2015,25-02-2015,0
Teabox,E-Commerce|Specialty Foods,7000000,operating,IND,Darjeeling,3,01-07-2012,17-07-2012,24-03-2015,0
TeamLease Services,Consulting,22500000,operating,IND,Bengaluru,1,,05-04-2011,05-04-2011,0
Techieweb Solutions,Domains|Web Design|Web Development,5000,operating,IND,Nagpur,1,04-04-2012,09-01-2014,09-01-2014,0
Techmed Healthcare,Health and Wellness|Health Diagnostics,-,operating,IND,Chennai,1,01-01-2008,09-12-2013,09-12-2013,0
Techno Renewable Energy Systems India,Clean Technology,8000,operating,IND,Hyderabad,1,18-04-2012,20-10-2014,20-10-2014,0
TechProcess Solutions,Data Security|Insurance|Payments|Real Time,6000000,operating,IND,Mumbai,1,,01-01-2011,01-01-2011,0
Teewe,Consumer Electronics|Digital Entertainment|Digital Media|Software,1750000,operating,IND,Kormangala,1,,26-03-2015,26-03-2015,0
Teilen Infoservices (LiftO),Mobile,130000,operating,IND,Mumbai,1,,30-10-2015,30-10-2015,0
Tejas Networks India,Web Hosting,59000000,operating,IND,Bangalore,3,01-01-2000,06-01-2005,18-10-2007,0
Tek Travels,B2B|Hotels|Technology|Travel,-,operating,IND,Gurgaon,1,,27-04-2012,27-04-2012,0
Tele Rickshaw,Transportation,2000000,operating,IND,Indore,1,01-01-2013,20-05-2015,20-05-2015,0
TeleDNA,Mobile,10490000,operating,IND,Bangalore,1,01-06-2001,06-11-2008,06-11-2008,0
Telematics4u Services Pvt. Ltd.,Business Services|Gps|Information Technology,409299,operating,IND,Bangalore,1,,01-08-2013,01-08-2013,0
TELiBrahma,Advertising|Enterprises|Logistics|Mobile|Mobile Software Tools|Services|Software|Wireless,2250000,operating,IND,Bangalore,3,01-01-2004,01-01-2006,01-10-2011,0
Teritree Technologies,Curated Web,140000,operating,IND,Bangalore,1,27-03-2012,09-06-2015,09-06-2015,0
Territorial Prescience,Software,-,operating,IND,Bangalore,1,11-05-2007,11-05-2007,11-05-2007,0
Testbook.com,EdTech|Education|K-12 Education,200000,operating,IND,Mumbai,1,01-04-2013,29-10-2014,29-10-2014,0
Textual Analytics Solutions,Analytics,250000,operating,IND,Bangalore,1,,18-06-2008,18-06-2008,0
The Beer Café,Hospitality,-,operating,IND,Gurgaon,1,17-03-2012,16-05-2013,16-05-2013,0
